Var1,Freq,Mutations
2022/1/22,0,Lineage A
2022/1/23,0,Lineage A
2022/1/24,0,Lineage A
2022/1/25,0,Lineage A
2022/1/26,0,Lineage A
2022/1/27,0,Lineage A
2022/1/28,0,Lineage A
2022/1/29,0,Lineage A
2022/1/30,0,Lineage A
2022/1/31,0,Lineage A
2022/2/1,0,Lineage A
2022/2/2,0,Lineage A
2022/2/3,0,Lineage A
2022/2/4,0,Lineage A
2022/2/5,0,Lineage A
2022/2/6,0,Lineage A
2022/2/7,0,Lineage A
2022/2/8,0,Lineage A
2022/2/9,0,Lineage A
2022/2/10,0,Lineage A
2022/2/11,0,Lineage A
2022/2/12,0,Lineage A
2022/2/13,0,Lineage A
2022/2/14,0,Lineage A
2022/2/15,0,Lineage A
2022/2/16,0,Lineage A
2022/2/17,0,Lineage A
2022/2/18,0,Lineage A
2022/2/19,0,Lineage A
2022/2/20,0,Lineage A
2022/2/21,0,Lineage A
2022/2/22,0,Lineage A
2022/2/23,0,Lineage A
2022/2/24,0,Lineage A
2022/2/25,0,Lineage A
2022/2/26,0,Lineage A
2022/2/27,0,Lineage A
2022/2/28,1,Lineage A
2022/3/1,0,Lineage A
2022/3/2,0,Lineage A
2022/3/3,0,Lineage A
2022/3/4,0,Lineage A
2022/3/5,0,Lineage A
2022/3/6,0,Lineage A
2022/3/7,0,Lineage A
2022/3/8,0,Lineage A
2022/3/9,0,Lineage A
2022/3/10,0,Lineage A
2022/3/11,0,Lineage A
2022/3/12,0,Lineage A
2022/3/13,0,Lineage A
2022/3/14,0,Lineage A
2022/3/15,0,Lineage A
2022/3/16,0,Lineage A
2022/3/17,0,Lineage A
2022/3/18,0,Lineage A
2022/3/19,0,Lineage A
2022/3/20,0,Lineage A
2022/3/21,0,Lineage A
2022/3/22,0,Lineage A
2022/3/23,0,Lineage A
2022/3/24,0,Lineage A
2022/3/25,0,Lineage A
2022/3/26,0,Lineage A
2022/3/27,0,Lineage A
2022/3/28,0,Lineage A
2022/3/29,0,Lineage A
2022/3/30,0,Lineage A
2022/3/31,0,Lineage A
2022/4/1,0,Lineage A
2022/4/2,0,Lineage A
2022/4/3,0,Lineage A
2022/4/4,0,Lineage A
2022/4/5,0,Lineage A
2022/4/6,0,Lineage A
2022/4/7,0,Lineage A
2022/4/8,0,Lineage A
2022/4/9,0,Lineage A
2022/4/10,0,Lineage A
2022/4/11,0,Lineage A
2022/4/12,0,Lineage A
2022/4/13,0,Lineage A
2022/4/14,0,Lineage A
2022/4/15,0,Lineage A
2022/4/16,0,Lineage A
2022/4/17,0,Lineage A
2022/4/18,0,Lineage A
2022/4/19,0,Lineage A
2022/4/20,0,Lineage A
2022/4/21,0,Lineage A
2022/4/22,0,Lineage A
2022/4/23,0,Lineage A
2022/4/24,0,Lineage A
2022/4/25,0,Lineage A
2022/4/26,0,Lineage A
2022/4/27,0,Lineage A
2022/4/28,0,Lineage A
2022/4/29,0,Lineage A
2022/4/30,0,Lineage A
2022/5/1,0,Lineage A
2022/5/2,0,Lineage A
2022/5/3,0,Lineage A
2022/5/4,0,Lineage A
2022/5/5,0,Lineage A
2022/5/6,0,Lineage A
2022/5/7,0,Lineage A
2022/5/8,0,Lineage A
2022/5/9,0,Lineage A
2022/5/10,0,Lineage A
2022/5/11,0,Lineage A
2022/5/12,0,Lineage A
2022/5/13,0,Lineage A
2022/5/14,0,Lineage A
2022/5/15,0,Lineage A
2022/5/16,0,Lineage A
2022/5/17,0,Lineage A
2022/5/18,0,Lineage A
2022/5/19,0,Lineage A
2022/5/20,0,Lineage A
2022/5/21,0,Lineage A
2022/5/22,0,Lineage A
2022/5/23,0,Lineage A
2022/5/24,0,Lineage A
2022/5/25,0,Lineage A
2022/5/26,0,Lineage A
2022/5/27,0,Lineage A
2022/5/28,0,Lineage A
2022/5/29,0,Lineage A
2022/5/30,0,Lineage A
2022/5/31,0,Lineage A
2022/6/1,0,Lineage A
2022/6/2,0,Lineage A
2022/6/3,0,Lineage A
2022/6/4,0,Lineage A
2022/6/5,0,Lineage A
2022/6/6,0,Lineage A
2022/6/7,0,Lineage A
2022/6/8,0,Lineage A
2022/6/9,0,Lineage A
2022/6/10,0,Lineage A
2022/6/11,0,Lineage A
2022/6/12,0,Lineage A
2022/6/13,0,Lineage A
2022/6/14,0,Lineage A
2022/6/15,0,Lineage A
2022/6/16,0,Lineage A
2022/6/17,0,Lineage A
2022/6/18,0,Lineage A
2022/6/19,0,Lineage A
2022/6/20,0,Lineage A
2022/6/21,0,Lineage A
2022/6/22,0,Lineage A
2022/6/23,0,Lineage A
2022/6/24,0,Lineage A
2022/6/25,0,Lineage A
2022/6/26,0,Lineage A
2022/6/27,0,Lineage A
2022/6/28,0,Lineage A
2022/6/29,0,Lineage A
2022/6/30,0,Lineage A
2022/7/1,0,Lineage A
2022/7/2,0,Lineage A
2022/7/3,0,Lineage A
2022/7/4,0,Lineage A
2022/7/5,0,Lineage A
2022/7/6,0,Lineage A
2022/7/7,0,Lineage A
2022/7/8,0,Lineage A
2022/7/9,0,Lineage A
2022/7/10,0,Lineage A
2022/7/11,0,Lineage A
2022/7/12,0,Lineage A
2022/7/13,0,Lineage A
2022/7/14,0,Lineage A
2022/7/15,0,Lineage A
2022/7/16,0,Lineage A
2022/7/17,0,Lineage A
2022/7/18,0,Lineage A
2022/7/19,0,Lineage A
2022/7/20,1,Lineage A
2022/7/21,0,Lineage A
2022/7/22,0,Lineage A
2022/7/23,0,Lineage A
2022/7/24,0,Lineage A
2022/7/25,0,Lineage A
2022/7/26,0,Lineage A
2022/7/27,0,Lineage A
2022/7/28,0,Lineage A
2022/7/29,0,Lineage A
2022/7/30,0,Lineage A
2022/7/31,0,Lineage A
2022/8/1,0,Lineage A
2022/8/2,0,Lineage A
2022/8/3,0,Lineage A
2022/8/4,0,Lineage A
2022/8/5,0,Lineage A
2022/8/6,0,Lineage A
2022/8/7,0,Lineage A
2022/8/8,0,Lineage A
2022/8/9,0,Lineage A
2022/8/10,0,Lineage A
2022/8/11,0,Lineage A
2022/8/12,0,Lineage A
2022/8/13,0,Lineage A
2022/8/14,0,Lineage A
2022/8/15,0,Lineage A
2022/8/16,0,Lineage A
2022/8/17,0,Lineage A
2022/8/18,0,Lineage A
2022/8/19,0,Lineage A
2022/8/20,0,Lineage A
2022/8/21,0,Lineage A
2022/8/22,0,Lineage A
2022/8/23,0,Lineage A
2022/8/24,0,Lineage A
2022/8/25,2,Lineage A
2022/8/26,0,Lineage A
2022/8/27,0,Lineage A
2022/8/28,0,Lineage A
2022/8/29,0,Lineage A
2022/8/30,0,Lineage A
2022/8/31,0,Lineage A
2022/9/1,0,Lineage A
2022/9/2,0,Lineage A
2022/9/3,0,Lineage A
2022/9/4,0,Lineage A
2022/9/5,0,Lineage A
2022/9/6,0,Lineage A
2022/9/7,0,Lineage A
2022/9/8,0,Lineage A
2022/9/9,0,Lineage A
2022/9/10,0,Lineage A
2022/9/11,0,Lineage A
2022/9/12,0,Lineage A
2022/9/13,0,Lineage A
2022/9/14,0,Lineage A
2022/9/15,0,Lineage A
2022/9/16,0,Lineage A
2022/9/17,0,Lineage A
2022/9/18,0,Lineage A
2022/9/19,0,Lineage A
2022/9/20,0,Lineage A
2022/9/21,0,Lineage A
2022/9/22,0,Lineage A
2022/9/23,0,Lineage A
2022/9/24,0,Lineage A
2022/9/25,0,Lineage A
2022/9/26,0,Lineage A
2022/9/27,0,Lineage A
2022/9/28,0,Lineage A
2022/9/29,0,Lineage A
2022/9/30,0,Lineage A
2022/10/1,0,Lineage A
2022/10/2,0,Lineage A
2022/10/3,0,Lineage A
2019/12/24,1,Lineage B
2019/12/25,0,Lineage B
2019/12/26,1,Lineage B
2019/12/27,0,Lineage B
2019/12/28,0,Lineage B
2019/12/29,0,Lineage B
2019/12/30,18,Lineage B
2019/12/31,1,Lineage B
2020/1/1,5,Lineage B
2020/1/2,2,Lineage B
2020/1/3,1,Lineage B
2020/1/4,1,Lineage B
2020/1/5,1,Lineage B
2020/1/6,0,Lineage B
2020/1/7,0,Lineage B
2020/1/8,3,Lineage B
2020/1/9,1,Lineage B
2020/1/10,22,Lineage B
2020/1/11,2,Lineage B
2020/1/12,1,Lineage B
2020/1/13,4,Lineage B
2020/1/14,2,Lineage B
2020/1/15,2,Lineage B
2020/1/16,2,Lineage B
2020/1/17,4,Lineage B
2020/1/18,3,Lineage B
2020/1/19,3,Lineage B
2020/1/20,5,Lineage B
2020/1/21,17,Lineage B
2020/1/22,19,Lineage B
2020/1/23,24,Lineage B
2020/1/24,21,Lineage B
2020/1/25,37,Lineage B
2020/1/26,23,Lineage B
2020/1/27,25,Lineage B
2020/1/28,20,Lineage B
2020/1/29,38,Lineage B
2020/1/30,28,Lineage B
2020/1/31,18,Lineage B
2020/2/1,29,Lineage B
2020/2/2,28,Lineage B
2020/2/3,21,Lineage B
2020/2/4,19,Lineage B
2020/2/5,26,Lineage B
2020/2/6,18,Lineage B
2020/2/7,20,Lineage B
2020/2/8,24,Lineage B
2020/2/9,23,Lineage B
2020/2/10,22,Lineage B
2020/2/11,14,Lineage B
2020/2/12,5,Lineage B
2020/2/13,14,Lineage B
2020/2/14,15,Lineage B
2020/2/15,36,Lineage B
2020/2/16,30,Lineage B
2020/2/17,44,Lineage B
2020/2/18,22,Lineage B
2020/2/19,22,Lineage B
2020/2/20,34,Lineage B
2020/2/21,42,Lineage B
2020/2/22,38,Lineage B
2020/2/23,27,Lineage B
2020/2/24,57,Lineage B
2020/2/25,56,Lineage B
2020/2/26,66,Lineage B
2020/2/27,98,Lineage B
2020/2/28,126,Lineage B
2020/2/29,99,Lineage B
2020/3/1,130,Lineage B
2020/3/2,201,Lineage B
2020/3/3,275,Lineage B
2020/3/4,310,Lineage B
2020/3/5,301,Lineage B
2020/3/6,306,Lineage B
2020/3/7,287,Lineage B
2020/3/8,315,Lineage B
2020/3/9,691,Lineage B
2020/3/10,611,Lineage B
2020/3/11,750,Lineage B
2020/3/12,826,Lineage B
2020/3/13,898,Lineage B
2020/3/14,927,Lineage B
2020/3/15,1057,Lineage B
2020/3/16,1653,Lineage B
2020/3/17,1577,Lineage B
2020/3/18,1605,Lineage B
2020/3/19,1565,Lineage B
2020/3/20,1596,Lineage B
2020/3/21,1284,Lineage B
2020/3/22,1417,Lineage B
2020/3/23,2073,Lineage B
2020/3/24,1999,Lineage B
2020/3/25,1998,Lineage B
2020/3/26,1953,Lineage B
2020/3/27,2081,Lineage B
2020/3/28,1572,Lineage B
2020/3/29,1393,Lineage B
2020/3/30,2327,Lineage B
2020/3/31,1887,Lineage B
2020/4/1,1997,Lineage B
2020/4/2,1745,Lineage B
2020/4/3,1784,Lineage B
2020/4/4,1233,Lineage B
2020/4/5,1159,Lineage B
2020/4/6,1945,Lineage B
2020/4/7,1635,Lineage B
2020/4/8,1737,Lineage B
2020/4/9,1410,Lineage B
2020/4/10,1436,Lineage B
2020/4/11,1260,Lineage B
2020/4/12,923,Lineage B
2020/4/13,1566,Lineage B
2020/4/14,1434,Lineage B
2020/4/15,1326,Lineage B
2020/4/16,1296,Lineage B
2020/4/17,1322,Lineage B
2020/4/18,905,Lineage B
2020/4/19,652,Lineage B
2020/4/20,1347,Lineage B
2020/4/21,1185,Lineage B
2020/4/22,1176,Lineage B
2020/4/23,1120,Lineage B
2020/4/24,978,Lineage B
2020/4/25,676,Lineage B
2020/4/26,630,Lineage B
2020/4/27,1057,Lineage B
2020/4/28,898,Lineage B
2020/4/29,987,Lineage B
2020/4/30,1063,Lineage B
2020/5/1,919,Lineage B
2020/5/2,689,Lineage B
2020/5/3,587,Lineage B
2020/5/4,1074,Lineage B
2020/5/5,875,Lineage B
2020/5/6,793,Lineage B
2020/5/7,814,Lineage B
2020/5/8,743,Lineage B
2020/5/9,521,Lineage B
2020/5/10,418,Lineage B
2020/5/11,827,Lineage B
2020/5/12,744,Lineage B
2020/5/13,764,Lineage B
2020/5/14,793,Lineage B
2020/5/15,844,Lineage B
2020/5/16,439,Lineage B
2020/5/17,438,Lineage B
2020/5/18,928,Lineage B
2020/5/19,876,Lineage B
2020/5/20,635,Lineage B
2020/5/21,661,Lineage B
2020/5/22,629,Lineage B
2020/5/23,374,Lineage B
2020/5/24,345,Lineage B
2020/5/25,512,Lineage B
2020/5/26,604,Lineage B
2020/5/27,684,Lineage B
2020/5/28,518,Lineage B
2020/5/29,563,Lineage B
2020/5/30,319,Lineage B
2020/5/31,284,Lineage B
2020/6/1,685,Lineage B
2020/6/2,632,Lineage B
2020/6/3,629,Lineage B
2020/6/4,618,Lineage B
2020/6/5,586,Lineage B
2020/6/6,352,Lineage B
2020/6/7,413,Lineage B
2020/6/8,838,Lineage B
2020/6/9,793,Lineage B
2020/6/10,762,Lineage B
2020/6/11,964,Lineage B
2020/6/12,856,Lineage B
2020/6/13,628,Lineage B
2020/6/14,547,Lineage B
2020/6/15,1039,Lineage B
2020/6/16,1173,Lineage B
2020/6/17,1006,Lineage B
2020/6/18,1070,Lineage B
2020/6/19,1052,Lineage B
2020/6/20,618,Lineage B
2020/6/21,541,Lineage B
2020/6/22,841,Lineage B
2020/6/23,929,Lineage B
2020/6/24,964,Lineage B
2020/6/25,876,Lineage B
2020/6/26,863,Lineage B
2020/6/27,506,Lineage B
2020/6/28,467,Lineage B
2020/6/29,1068,Lineage B
2020/6/30,996,Lineage B
2020/7/1,1146,Lineage B
2020/7/2,1237,Lineage B
2020/7/3,958,Lineage B
2020/7/4,679,Lineage B
2020/7/5,524,Lineage B
2020/7/6,1082,Lineage B
2020/7/7,1100,Lineage B
2020/7/8,1257,Lineage B
2020/7/9,1287,Lineage B
2020/7/10,1221,Lineage B
2020/7/11,666,Lineage B
2020/7/12,517,Lineage B
2020/7/13,1181,Lineage B
2020/7/14,1180,Lineage B
2020/7/15,1259,Lineage B
2020/7/16,1136,Lineage B
2020/7/17,1235,Lineage B
2020/7/18,900,Lineage B
2020/7/19,656,Lineage B
2020/7/20,1124,Lineage B
2020/7/21,1207,Lineage B
2020/7/22,1137,Lineage B
2020/7/23,1078,Lineage B
2020/7/24,926,Lineage B
2020/7/25,751,Lineage B
2020/7/26,497,Lineage B
2020/7/27,1429,Lineage B
2020/7/28,1117,Lineage B
2020/7/29,1197,Lineage B
2020/7/30,1174,Lineage B
2020/7/31,1089,Lineage B
2020/8/1,862,Lineage B
2020/8/2,766,Lineage B
2020/8/3,1339,Lineage B
2020/8/4,1185,Lineage B
2020/8/5,1144,Lineage B
2020/8/6,1215,Lineage B
2020/8/7,1017,Lineage B
2020/8/8,656,Lineage B
2020/8/9,743,Lineage B
2020/8/10,1537,Lineage B
2020/8/11,1340,Lineage B
2020/8/12,1152,Lineage B
2020/8/13,1169,Lineage B
2020/8/14,1095,Lineage B
2020/8/15,737,Lineage B
2020/8/16,550,Lineage B
2020/8/17,1613,Lineage B
2020/8/18,1171,Lineage B
2020/8/19,1135,Lineage B
2020/8/20,1246,Lineage B
2020/8/21,1122,Lineage B
2020/8/22,601,Lineage B
2020/8/23,459,Lineage B
2020/8/24,1446,Lineage B
2020/8/25,1153,Lineage B
2020/8/26,1512,Lineage B
2020/8/27,1242,Lineage B
2020/8/28,1198,Lineage B
2020/8/29,691,Lineage B
2020/8/30,742,Lineage B
2020/8/31,1958,Lineage B
2020/9/1,1312,Lineage B
2020/9/2,1175,Lineage B
2020/9/3,1312,Lineage B
2020/9/4,1066,Lineage B
2020/9/5,539,Lineage B
2020/9/6,339,Lineage B
2020/9/7,1222,Lineage B
2020/9/8,1209,Lineage B
2020/9/9,1786,Lineage B
2020/9/10,1897,Lineage B
2020/9/11,1192,Lineage B
2020/9/12,513,Lineage B
2020/9/13,426,Lineage B
2020/9/14,1879,Lineage B
2020/9/15,1213,Lineage B
2020/9/16,1972,Lineage B
2020/9/17,1234,Lineage B
2020/9/18,1405,Lineage B
2020/9/19,854,Lineage B
2020/9/20,771,Lineage B
2020/9/21,2536,Lineage B
2020/9/22,1281,Lineage B
2020/9/23,1711,Lineage B
2020/9/24,2598,Lineage B
2020/9/25,1474,Lineage B
2020/9/26,748,Lineage B
2020/9/27,1054,Lineage B
2020/9/28,1568,Lineage B
2020/9/29,1441,Lineage B
2020/9/30,1489,Lineage B
2020/10/1,2180,Lineage B
2020/10/2,1455,Lineage B
2020/10/3,1187,Lineage B
2020/10/4,669,Lineage B
2020/10/5,2736,Lineage B
2020/10/6,2440,Lineage B
2020/10/7,2459,Lineage B
2020/10/8,2121,Lineage B
2020/10/9,1769,Lineage B
2020/10/10,967,Lineage B
2020/10/11,887,Lineage B
2020/10/12,2951,Lineage B
2020/10/13,1576,Lineage B
2020/10/14,1987,Lineage B
2020/10/15,2489,Lineage B
2020/10/16,1721,Lineage B
2020/10/17,1367,Lineage B
2020/10/18,891,Lineage B
2020/10/19,2451,Lineage B
2020/10/20,2371,Lineage B
2020/10/21,2935,Lineage B
2020/10/22,3001,Lineage B
2020/10/23,1895,Lineage B
2020/10/24,1293,Lineage B
2020/10/25,798,Lineage B
2020/10/26,4312,Lineage B
2020/10/27,2084,Lineage B
2020/10/28,1509,Lineage B
2020/10/29,2370,Lineage B
2020/10/30,2263,Lineage B
2020/10/31,1203,Lineage B
2020/11/1,2474,Lineage B
2020/11/2,4884,Lineage B
2020/11/3,2466,Lineage B
2020/11/4,3101,Lineage B
2020/11/5,2830,Lineage B
2020/11/6,2247,Lineage B
2020/11/7,1887,Lineage B
2020/11/8,2547,Lineage B
2020/11/9,4034,Lineage B
2020/11/10,2582,Lineage B
2020/11/11,3068,Lineage B
2020/11/12,3301,Lineage B
2020/11/13,3162,Lineage B
2020/11/14,2885,Lineage B
2020/11/15,1770,Lineage B
2020/11/16,3495,Lineage B
2020/11/17,2665,Lineage B
2020/11/18,3127,Lineage B
2020/11/19,1746,Lineage B
2020/11/20,2163,Lineage B
2020/11/21,1461,Lineage B
2020/11/22,1760,Lineage B
2020/11/23,3966,Lineage B
2020/11/24,2429,Lineage B
2020/11/25,2160,Lineage B
2020/11/26,1489,Lineage B
2020/11/27,2050,Lineage B
2020/11/28,1253,Lineage B
2020/11/29,1114,Lineage B
2020/11/30,5031,Lineage B
2020/12/1,2765,Lineage B
2020/12/2,2746,Lineage B
2020/12/3,2390,Lineage B
2020/12/4,2157,Lineage B
2020/12/5,1255,Lineage B
2020/12/6,1309,Lineage B
2020/12/7,5984,Lineage B
2020/12/8,2569,Lineage B
2020/12/9,3359,Lineage B
2020/12/10,5206,Lineage B
2020/12/11,4837,Lineage B
2020/12/12,3033,Lineage B
2020/12/13,2372,Lineage B
2020/12/14,8508,Lineage B
2020/12/15,4622,Lineage B
2020/12/16,4400,Lineage B
2020/12/17,3969,Lineage B
2020/12/18,3801,Lineage B
2020/12/19,2721,Lineage B
2020/12/20,2410,Lineage B
2020/12/21,6754,Lineage B
2020/12/22,3228,Lineage B
2020/12/23,2965,Lineage B
2020/12/24,2493,Lineage B
2020/12/25,1350,Lineage B
2020/12/26,3293,Lineage B
2020/12/27,3087,Lineage B
2020/12/28,7772,Lineage B
2020/12/29,5401,Lineage B
2020/12/30,4032,Lineage B
2020/12/31,3421,Lineage B
2021/1/1,2168,Lineage B
2021/1/2,3933,Lineage B
2021/1/3,3821,Lineage B
2021/1/4,10801,Lineage B
2021/1/5,6529,Lineage B
2021/1/6,4557,Lineage B
2021/1/7,5028,Lineage B
2021/1/8,4966,Lineage B
2021/1/9,4428,Lineage B
2021/1/10,3260,Lineage B
2021/1/11,10055,Lineage B
2021/1/12,7067,Lineage B
2021/1/13,5778,Lineage B
2021/1/14,6564,Lineage B
2021/1/15,6663,Lineage B
2021/1/16,4765,Lineage B
2021/1/17,3967,Lineage B
2021/1/18,10593,Lineage B
2021/1/19,7451,Lineage B
2021/1/20,6189,Lineage B
2021/1/21,5747,Lineage B
2021/1/22,5826,Lineage B
2021/1/23,3639,Lineage B
2021/1/24,3156,Lineage B
2021/1/25,10561,Lineage B
2021/1/26,7629,Lineage B
2021/1/27,7824,Lineage B
2021/1/28,7074,Lineage B
2021/1/29,7000,Lineage B
2021/1/30,4386,Lineage B
2021/1/31,3545,Lineage B
2021/2/1,10554,Lineage B
2021/2/2,7924,Lineage B
2021/2/3,7188,Lineage B
2021/2/4,6191,Lineage B
2021/2/5,5250,Lineage B
2021/2/6,3925,Lineage B
2021/2/7,3749,Lineage B
2021/2/8,11039,Lineage B
2021/2/9,7937,Lineage B
2021/2/10,7921,Lineage B
2021/2/11,7118,Lineage B
2021/2/12,7160,Lineage B
2021/2/13,4517,Lineage B
2021/2/14,4334,Lineage B
2021/2/15,11733,Lineage B
2021/2/16,8849,Lineage B
2021/2/17,7897,Lineage B
2021/2/18,7463,Lineage B
2021/2/19,7262,Lineage B
2021/2/20,4811,Lineage B
2021/2/21,4754,Lineage B
2021/2/22,12703,Lineage B
2021/2/23,8531,Lineage B
2021/2/24,9206,Lineage B
2021/2/25,9342,Lineage B
2021/2/26,8132,Lineage B
2021/2/27,4849,Lineage B
2021/2/28,4745,Lineage B
2021/3/1,13123,Lineage B
2021/3/2,10141,Lineage B
2021/3/3,9801,Lineage B
2021/3/4,8295,Lineage B
2021/3/5,8372,Lineage B
2021/3/6,5140,Lineage B
2021/3/7,4436,Lineage B
2021/3/8,14498,Lineage B
2021/3/9,10782,Lineage B
2021/3/10,10886,Lineage B
2021/3/11,10237,Lineage B
2021/3/12,9677,Lineage B
2021/3/13,6569,Lineage B
2021/3/14,5824,Lineage B
2021/3/15,16614,Lineage B
2021/3/16,12755,Lineage B
2021/3/17,10073,Lineage B
2021/3/18,10942,Lineage B
2021/3/19,8921,Lineage B
2021/3/20,7073,Lineage B
2021/3/21,7111,Lineage B
2021/3/22,17932,Lineage B
2021/3/23,11674,Lineage B
2021/3/24,11298,Lineage B
2021/3/25,11599,Lineage B
2021/3/26,10550,Lineage B
2021/3/27,7023,Lineage B
2021/3/28,6184,Lineage B
2021/3/29,17085,Lineage B
2021/3/30,13568,Lineage B
2021/3/31,11721,Lineage B
2021/4/1,11850,Lineage B
2021/4/2,9066,Lineage B
2021/4/3,7039,Lineage B
2021/4/4,6323,Lineage B
2021/4/5,13866,Lineage B
2021/4/6,12079,Lineage B
2021/4/7,11722,Lineage B
