Var1,Freq,Mutations
2020/4/16,0,28144C
2020/4/17,0,28144C
2020/4/18,0,28144C
2020/4/19,0,28144C
2020/4/20,2,28144C
2020/4/21,2,28144C
2020/4/22,0,28144C
2020/4/23,2,28144C
2020/4/24,1,28144C
2020/4/25,0,28144C
2020/4/26,1,28144C
2020/4/27,0,28144C
2020/4/28,0,28144C
2020/4/29,0,28144C
2020/4/30,2,28144C
2020/5/1,1,28144C
2020/5/2,1,28144C
2020/5/3,0,28144C
2020/5/4,1,28144C
2020/5/5,0,28144C
2020/5/6,1,28144C
2020/5/7,2,28144C
2020/5/8,0,28144C
2020/5/9,0,28144C
2020/5/10,1,28144C
2020/5/11,1,28144C
2020/5/12,0,28144C
2020/5/13,0,28144C
2020/5/14,0,28144C
2020/5/15,2,28144C
2020/5/16,0,28144C
2020/5/17,2,28144C
2020/5/18,1,28144C
2020/5/19,1,28144C
2020/5/20,0,28144C
2020/5/21,0,28144C
2020/5/22,0,28144C
2020/5/23,0,28144C
2020/5/24,0,28144C
2020/5/25,0,28144C
2020/5/26,1,28144C
2020/5/27,1,28144C
2020/5/28,0,28144C
2020/5/29,1,28144C
2020/5/30,0,28144C
2020/5/31,0,28144C
2020/6/1,0,28144C
2020/6/2,1,28144C
2020/6/3,0,28144C
2020/6/4,0,28144C
2020/6/5,0,28144C
2020/6/6,0,28144C
2020/6/7,0,28144C
2020/6/8,1,28144C
2020/6/9,0,28144C
2020/6/10,1,28144C
2020/6/11,0,28144C
2020/6/12,0,28144C
2020/6/13,2,28144C
2020/6/14,0,28144C
2020/6/15,4,28144C
2020/6/16,0,28144C
2020/6/17,0,28144C
2020/6/18,0,28144C
2020/6/19,1,28144C
2020/6/20,0,28144C
2020/6/21,0,28144C
2020/6/22,0,28144C
2020/6/23,1,28144C
2020/6/24,0,28144C
2020/6/25,0,28144C
2020/6/26,0,28144C
2020/6/27,1,28144C
2020/6/28,0,28144C
2020/6/29,1,28144C
2020/6/30,0,28144C
2020/7/1,0,28144C
2020/7/2,0,28144C
2020/7/3,0,28144C
2020/7/4,0,28144C
2020/7/5,0,28144C
2020/7/6,0,28144C
2020/7/7,0,28144C
2020/7/8,0,28144C
2020/7/9,0,28144C
2020/7/10,0,28144C
2020/7/11,0,28144C
2020/7/12,0,28144C
2020/7/13,0,28144C
2020/7/14,0,28144C
2020/7/15,0,28144C
2020/7/16,0,28144C
2020/7/17,0,28144C
2020/7/18,0,28144C
2020/7/19,0,28144C
2020/7/20,0,28144C
2020/7/21,0,28144C
2020/7/22,0,28144C
2020/7/23,0,28144C
2020/7/24,0,28144C
2020/7/25,0,28144C
2020/7/26,0,28144C
2020/7/27,1,28144C
2020/7/28,0,28144C
2020/7/29,0,28144C
2020/7/30,0,28144C
2020/7/31,0,28144C
2020/8/1,0,28144C
2020/8/2,0,28144C
2020/8/3,0,28144C
2020/8/4,1,28144C
2020/8/5,0,28144C
2020/8/6,0,28144C
2020/8/7,1,28144C
2020/8/8,0,28144C
2020/8/9,0,28144C
2020/8/10,0,28144C
2020/8/11,0,28144C
2020/8/12,0,28144C
2020/8/13,0,28144C
2020/8/14,0,28144C
2020/8/15,0,28144C
2020/8/16,0,28144C
2020/8/17,0,28144C
2020/8/18,0,28144C
2020/8/19,0,28144C
2020/8/20,0,28144C
2020/8/21,0,28144C
2020/8/22,0,28144C
2020/8/23,0,28144C
2020/8/24,1,28144C
2020/8/25,0,28144C
2020/8/26,0,28144C
2020/8/27,0,28144C
2020/8/28,0,28144C
2020/8/29,0,28144C
2020/8/30,0,28144C
2020/8/31,0,28144C
2020/9/1,0,28144C
2020/9/2,1,28144C
2020/9/3,0,28144C
2020/9/4,0,28144C
2020/9/5,1,28144C
2020/9/6,0,28144C
2020/9/7,0,28144C
2020/9/8,0,28144C
2020/9/9,0,28144C
2020/9/10,0,28144C
2020/9/11,0,28144C
2020/9/12,0,28144C
2020/9/13,0,28144C
2020/9/14,0,28144C
2020/9/15,0,28144C
2020/9/16,1,28144C
2020/9/17,0,28144C
2020/9/18,0,28144C
2020/9/19,0,28144C
2020/9/20,0,28144C
2020/9/21,0,28144C
2020/9/22,0,28144C
2020/9/23,0,28144C
2020/9/24,0,28144C
2020/9/25,0,28144C
2020/9/26,0,28144C
2020/9/27,0,28144C
2020/9/28,0,28144C
2020/9/29,0,28144C
2020/9/30,0,28144C
2020/10/1,0,28144C
2020/10/2,0,28144C
2020/10/3,0,28144C
2020/10/4,0,28144C
2020/10/5,0,28144C
2020/10/6,0,28144C
2020/10/7,0,28144C
2020/10/8,0,28144C
2020/10/9,0,28144C
2020/10/10,0,28144C
2020/10/11,0,28144C
2020/10/12,0,28144C
2020/10/13,0,28144C
2020/10/14,0,28144C
2020/10/15,0,28144C
2020/10/16,0,28144C
2020/10/17,0,28144C
2020/10/18,0,28144C
2020/10/19,1,28144C
2020/10/20,1,28144C
2020/10/21,1,28144C
2020/10/22,0,28144C
2020/10/23,0,28144C
2020/10/24,0,28144C
2020/10/25,0,28144C
2020/10/26,0,28144C
2020/10/27,0,28144C
2020/10/28,0,28144C
2020/10/29,0,28144C
2020/10/30,0,28144C
2020/10/31,1,28144C
2020/11/1,0,28144C
2020/11/2,1,28144C
2020/11/3,0,28144C
2020/11/4,1,28144C
2020/11/5,3,28144C
2020/11/6,0,28144C
2020/11/7,1,28144C
2020/11/8,0,28144C
2020/11/9,0,28144C
2020/11/10,1,28144C
2020/11/11,0,28144C
2020/11/12,0,28144C
2020/11/13,0,28144C
2020/11/14,1,28144C
2020/11/15,0,28144C
2020/11/16,0,28144C
2020/11/17,0,28144C
2020/11/18,1,28144C
2020/11/19,0,28144C
2020/11/20,1,28144C
2020/11/21,0,28144C
2020/11/22,3,28144C
2020/11/23,3,28144C
2020/11/24,1,28144C
2020/11/25,0,28144C
2020/11/26,0,28144C
2020/11/27,0,28144C
2020/11/28,0,28144C
2020/11/29,0,28144C
2020/11/30,0,28144C
2020/12/1,0,28144C
2020/12/2,0,28144C
2020/12/3,1,28144C
2020/12/4,0,28144C
2020/12/5,0,28144C
2020/12/6,0,28144C
2020/12/7,0,28144C
2020/12/8,0,28144C
2020/12/9,0,28144C
2020/12/10,0,28144C
2020/12/11,0,28144C
2020/12/12,1,28144C
2020/12/13,0,28144C
2020/12/14,0,28144C
2020/12/15,0,28144C
2020/12/16,0,28144C
2020/12/17,0,28144C
2020/12/18,0,28144C
2020/12/19,0,28144C
2020/12/20,0,28144C
2020/12/21,0,28144C
2020/12/22,3,28144C
2020/12/23,0,28144C
2020/12/24,1,28144C
2020/12/25,1,28144C
2020/12/26,0,28144C
2020/12/27,1,28144C
2020/12/28,1,28144C
2020/12/29,0,28144C
2020/12/30,0,28144C
2020/12/31,0,28144C
2021/1/1,0,28144C
2021/1/2,0,28144C
2021/1/3,0,28144C
2021/1/4,0,28144C
2021/1/5,1,28144C
2021/1/6,1,28144C
2021/1/7,1,28144C
2021/1/8,1,28144C
2021/1/9,0,28144C
2021/1/10,0,28144C
2021/1/11,0,28144C
2021/1/12,0,28144C
2021/1/13,1,28144C
2021/1/14,1,28144C
2021/1/15,2,28144C
2021/1/16,0,28144C
2021/1/17,0,28144C
2021/1/18,1,28144C
2021/1/19,0,28144C
2021/1/20,0,28144C
2021/1/21,3,28144C
2021/1/22,2,28144C
2021/1/23,0,28144C
2021/1/24,1,28144C
2021/1/25,5,28144C
2021/1/26,0,28144C
2021/1/27,2,28144C
2021/1/28,0,28144C
2021/1/29,0,28144C
2021/1/30,1,28144C
2021/1/31,0,28144C
2021/2/1,4,28144C
2021/2/2,1,28144C
2021/2/3,0,28144C
2021/2/4,0,28144C
2021/2/5,0,28144C
2021/2/6,2,28144C
2021/2/7,0,28144C
2021/2/8,4,28144C
2021/2/9,0,28144C
2021/2/10,2,28144C
2021/2/11,2,28144C
2021/2/12,1,28144C
2021/2/13,0,28144C
2021/2/14,0,28144C
2021/2/15,3,28144C
2021/2/16,2,28144C
2021/2/17,0,28144C
2021/2/18,1,28144C
2021/2/19,1,28144C
2021/2/20,4,28144C
2021/2/21,1,28144C
2021/2/22,0,28144C
2021/2/23,0,28144C
2021/2/24,2,28144C
2021/2/25,0,28144C
2021/2/26,2,28144C
2021/2/27,1,28144C
2021/2/28,0,28144C
2021/3/1,2,28144C
2021/3/2,1,28144C
2021/3/3,0,28144C
2021/3/4,5,28144C
2021/3/5,3,28144C
2021/3/6,0,28144C
2021/3/7,2,28144C
2021/3/8,3,28144C
2021/3/9,1,28144C
2021/3/10,3,28144C
2021/3/11,1,28144C
2021/3/12,1,28144C
2021/3/13,0,28144C
2021/3/14,0,28144C
2021/3/15,4,28144C
2021/3/16,1,28144C
2021/3/17,6,28144C
2021/3/18,3,28144C
2021/3/19,0,28144C
2021/3/20,1,28144C
2021/3/21,2,28144C
2021/3/22,1,28144C
2021/3/23,0,28144C
2021/3/24,3,28144C
2021/3/25,4,28144C
2021/3/26,1,28144C
2021/3/27,0,28144C
2021/3/28,0,28144C
2021/3/29,2,28144C
2021/3/30,0,28144C
2021/3/31,1,28144C
2021/4/1,4,28144C
2021/4/2,1,28144C
2021/4/3,0,28144C
2021/4/4,1,28144C
2021/4/5,0,28144C
2021/4/6,2,28144C
2021/4/7,3,28144C
2021/4/8,0,28144C
2021/4/9,0,28144C
2021/4/10,3,28144C
2021/4/11,4,28144C
2021/4/12,0,28144C
2021/4/13,0,28144C
2021/4/14,6,28144C
2021/4/15,1,28144C
2021/4/16,1,28144C
2021/4/17,0,28144C
2021/4/18,1,28144C
2021/4/19,2,28144C
2021/4/20,1,28144C
2021/4/21,0,28144C
2021/4/22,0,28144C
2021/4/23,0,28144C
2021/4/24,0,28144C
2021/4/25,0,28144C
2021/4/26,0,28144C
2021/4/27,3,28144C
2021/4/28,1,28144C
2021/4/29,2,28144C
2021/4/30,1,28144C
2021/5/1,0,28144C
2021/5/2,0,28144C
2021/5/3,2,28144C
2021/5/4,1,28144C
2021/5/5,1,28144C
2021/5/6,2,28144C
2021/5/7,2,28144C
2021/5/8,0,28144C
2021/5/9,2,28144C
2021/5/10,0,28144C
2021/5/11,0,28144C
2021/5/12,0,28144C
2021/5/13,1,28144C
2021/5/14,0,28144C
2021/5/15,0,28144C
2021/5/16,0,28144C
2021/5/17,0,28144C
2021/5/18,0,28144C
2021/5/19,1,28144C
2021/5/20,0,28144C
2021/5/21,1,28144C
2021/5/22,0,28144C
2021/5/23,0,28144C
2021/5/24,1,28144C
2021/5/25,0,28144C
2021/5/26,2,28144C
2021/5/27,0,28144C
2021/5/28,1,28144C
2021/5/29,0,28144C
2021/5/30,3,28144C
2021/5/31,0,28144C
2021/6/1,2,28144C
2021/6/2,3,28144C
2021/6/3,1,28144C
2021/6/4,0,28144C
2021/6/5,0,28144C
2021/6/6,0,28144C
2021/6/7,1,28144C
2021/6/8,0,28144C
2021/6/9,2,28144C
2021/6/10,0,28144C
2021/6/11,0,28144C
2021/6/12,0,28144C
2021/6/13,0,28144C
2021/6/14,0,28144C
2021/6/15,1,28144C
2021/6/16,0,28144C
2021/6/17,1,28144C
2021/6/18,0,28144C
2021/6/19,0,28144C
2021/6/20,1,28144C
2021/6/21,0,28144C
2021/6/22,0,28144C
2021/6/23,0,28144C
2021/6/24,1,28144C
2021/6/25,1,28144C
2021/6/26,0,28144C
2021/6/27,0,28144C
2021/6/28,1,28144C
2021/6/29,1,28144C
2021/6/30,2,28144C
2021/7/1,0,28144C
2021/7/2,0,28144C
2021/7/3,0,28144C
2021/7/4,0,28144C
2021/7/5,1,28144C
2021/7/6,1,28144C
2021/7/7,2,28144C
2021/7/8,2,28144C
2021/7/9,0,28144C
2021/7/10,0,28144C
2021/7/11,0,28144C
2021/7/12,4,28144C
2021/7/13,1,28144C
2021/7/14,2,28144C
2021/7/15,0,28144C
2021/7/16,1,28144C
2021/7/17,2,28144C
2021/7/18,0,28144C
2021/7/19,1,28144C
2021/7/20,3,28144C
2021/7/21,0,28144C
2021/7/22,5,28144C
2021/7/23,1,28144C
2021/7/24,0,28144C
2021/7/25,0,28144C
2021/7/26,2,28144C
2021/7/27,1,28144C
2021/7/28,0,28144C
2021/7/29,1,28144C
2021/7/30,1,28144C
2021/7/31,0,28144C
2021/8/1,0,28144C
2021/8/2,0,28144C
2021/8/3,0,28144C
2021/8/4,0,28144C
2021/8/5,1,28144C
2021/8/6,2,28144C
2021/8/7,0,28144C
2021/8/8,0,28144C
2021/8/9,0,28144C
2021/8/10,0,28144C
2021/8/11,2,28144C
2021/8/12,2,28144C
2021/8/13,2,28144C
2021/8/14,1,28144C
2021/8/15,1,28144C
2021/8/16,1,28144C
2021/8/17,1,28144C
2021/8/18,1,28144C
2021/8/19,3,28144C
2021/8/20,0,28144C
2021/8/21,0,28144C
2021/8/22,0,28144C
2021/8/23,2,28144C
2021/8/24,2,28144C
2021/8/25,0,28144C
2021/8/26,0,28144C
2021/8/27,1,28144C
2021/8/28,1,28144C
2021/8/29,2,28144C
2021/8/30,1,28144C
2021/8/31,0,28144C
2021/9/1,2,28144C
2021/9/2,1,28144C
2021/9/3,0,28144C
2021/9/4,2,28144C
2021/9/5,3,28144C
2021/9/6,2,28144C
2021/9/7,1,28144C
2021/9/8,1,28144C
2021/9/9,0,28144C
2021/9/10,0,28144C
2021/9/11,2,28144C
2021/9/12,1,28144C
2021/9/13,4,28144C
2021/9/14,2,28144C
2021/9/15,1,28144C
2021/9/16,0,28144C
2021/9/17,1,28144C
2021/9/18,1,28144C
2021/9/19,2,28144C
2021/9/20,5,28144C
2021/9/21,3,28144C
2021/9/22,1,28144C
2021/9/23,1,28144C
2021/9/24,6,28144C
2021/9/25,1,28144C
2021/9/26,0,28144C
2021/9/27,3,28144C
2021/9/28,6,28144C
2021/9/29,3,28144C
2021/9/30,1,28144C
2021/10/1,1,28144C
2021/10/2,2,28144C
2021/10/3,5,28144C
2021/10/4,0,28144C
2021/10/5,0,28144C
2021/10/6,3,28144C
2021/10/7,2,28144C
2021/10/8,1,28144C
2021/10/9,1,28144C
2021/10/10,1,28144C
2021/10/11,3,28144C
2021/10/12,0,28144C
2021/10/13,1,28144C
2021/10/14,3,28144C
2021/10/15,1,28144C
2021/10/16,2,28144C
2021/10/17,0,28144C
2021/10/18,3,28144C
2021/10/19,4,28144C
2021/10/20,4,28144C
2021/10/21,2,28144C
2021/10/22,7,28144C
2021/10/23,3,28144C
2021/10/24,1,28144C
2021/10/25,3,28144C
2021/10/26,1,28144C
2021/10/27,2,28144C
2021/10/28,1,28144C
2021/10/29,1,28144C
2021/10/30,0,28144C
2021/10/31,2,28144C
2021/11/1,2,28144C
2021/11/2,1,28144C
2021/11/3,1,28144C
2021/11/4,6,28144C
2021/11/5,1,28144C
2021/11/6,1,28144C
2021/11/7,3,28144C
2021/11/8,3,28144C
2021/11/9,4,28144C
2021/11/10,2,28144C
2021/11/11,1,28144C
2021/11/12,6,28144C
2021/11/13,1,28144C
2021/11/14,1,28144C
2021/11/15,1,28144C
2021/11/16,4,28144C
2021/11/17,5,28144C
2021/11/18,5,28144C
2021/11/19,2,28144C
2021/11/20,3,28144C
2021/11/21,5,28144C
2021/11/22,3,28144C
2021/11/23,2,28144C
2021/11/24,1,28144C
2021/11/25,3,28144C
2021/11/26,3,28144C
2021/11/27,0,28144C
2021/11/28,2,28144C
2021/11/29,4,28144C
2021/11/30,4,28144C
2021/12/1,6,28144C
2021/12/2,3,28144C
2021/12/3,3,28144C
2021/12/4,5,28144C
2021/12/5,1,28144C
2021/12/6,4,28144C
2021/12/7,2,28144C
2021/12/8,2,28144C
2021/12/9,5,28144C
2021/12/10,3,28144C
2021/12/11,2,28144C
2021/12/12,1,28144C
2021/12/13,2,28144C
2021/12/14,1,28144C
2021/12/15,7,28144C
2021/12/16,4,28144C
2021/12/17,0,28144C
2021/12/18,2,28144C
2021/12/19,2,28144C
2021/12/20,1,28144C
2021/12/21,5,28144C
2021/12/22,2,28144C
2021/12/23,4,28144C
2021/12/24,2,28144C
2021/12/25,1,28144C
2021/12/26,0,28144C
2021/12/27,2,28144C
2021/12/28,9,28144C
2021/12/29,0,28144C
2021/12/30,4,28144C
2021/12/31,0,28144C
2022/1/1,1,28144C
2022/1/2,0,28144C
2022/1/3,4,28144C
2022/1/4,6,28144C
2022/1/5,2,28144C
2022/1/6,0,28144C
2022/1/7,2,28144C
2022/1/8,2,28144C
2022/1/9,1,28144C
2022/1/10,1,28144C
2022/1/11,4,28144C
2022/1/12,1,28144C
2022/1/13,2,28144C
2022/1/14,0,28144C
2022/1/15,2,28144C
2022/1/16,0,28144C
2022/1/17,0,28144C
2022/1/18,0,28144C
2022/1/19,0,28144C
2022/1/20,0,28144C
2022/1/21,0,28144C
2022/1/22,0,28144C
2022/1/23,0,28144C
2022/1/24,0,28144C
2022/1/25,0,28144C
2022/1/26,0,28144C
2022/1/27,0,28144C
2022/1/28,0,28144C
2022/1/29,1,28144C
2022/1/30,0,28144C
2022/1/31,0,28144C
2022/2/1,0,28144C
2022/2/2,0,28144C
2022/2/3,0,28144C
2022/2/4,0,28144C
2022/2/5,0,28144C
2022/2/6,0,28144C
2022/2/7,0,28144C
2022/2/8,0,28144C
2022/2/9,0,28144C
2022/2/10,0,28144C
2022/2/11,0,28144C
2022/2/12,0,28144C
2022/2/13,0,28144C
2022/2/14,0,28144C
2022/2/15,0,28144C
2022/2/16,0,28144C
2022/2/17,0,28144C
2022/2/18,0,28144C
2022/2/19,1,28144C
2022/2/20,0,28144C
2022/2/21,1,28144C
2022/2/22,0,28144C
2022/2/23,0,28144C
2022/2/24,0,28144C
2022/2/25,0,28144C
2022/2/26,0,28144C
2022/2/27,1,28144C
2022/2/28,2,28144C
2022/3/1,0,28144C
2022/3/2,0,28144C
2022/3/3,1,28144C
2022/3/4,0,28144C
2022/3/5,0,28144C
2022/3/6,0,28144C
2022/3/7,2,28144C
2022/3/8,0,28144C
2022/3/9,0,28144C
2022/3/10,1,28144C
2022/3/11,2,28144C
2022/3/12,1,28144C
2022/3/13,0,28144C
2022/3/14,0,28144C
2022/3/15,0,28144C
2022/3/16,0,28144C
2022/3/17,0,28144C
2022/3/18,1,28144C
2022/3/19,0,28144C
2022/3/20,0,28144C
2022/3/21,0,28144C
2022/3/22,0,28144C
2022/3/23,0,28144C
2022/3/24,0,28144C
2022/3/25,0,28144C
2022/3/26,0,28144C
2022/3/27,0,28144C
2022/3/28,0,28144C
2022/3/29,0,28144C
2022/3/30,0,28144C
2022/3/31,0,28144C
2022/4/1,0,28144C
2022/4/2,0,28144C
2022/4/3,0,28144C
2022/4/4,0,28144C
2022/4/5,0,28144C
2022/4/6,0,28144C
2022/4/7,0,28144C
2022/4/8,0,28144C
2022/4/9,0,28144C
2022/4/10,0,28144C
2022/4/11,1,28144C
2022/4/12,0,28144C
2022/4/13,0,28144C
2022/4/14,0,28144C
2022/4/15,0,28144C
2022/4/16,0,28144C
2022/4/17,0,28144C
2022/4/18,0,28144C
2022/4/19,0,28144C
2022/4/20,0,28144C
2022/4/21,0,28144C
2022/4/22,0,28144C
2022/4/23,0,28144C
2022/4/24,0,28144C
2022/4/25,0,28144C
2022/4/26,0,28144C
2022/4/27,0,28144C
2022/4/28,0,28144C
2022/4/29,0,28144C
2022/4/30,0,28144C
2022/5/1,0,28144C
2022/5/2,0,28144C
2022/5/3,0,28144C
2022/5/4,0,28144C
2022/5/5,0,28144C
2022/5/6,0,28144C
2022/5/7,0,28144C
2022/5/8,0,28144C
2022/5/9,1,28144C
2022/5/10,0,28144C
2022/5/11,0,28144C
2022/5/12,0,28144C
2022/5/13,0,28144C
2022/5/14,0,28144C
2022/5/15,0,28144C
2022/5/16,0,28144C
2022/5/17,0,28144C
2022/5/18,0,28144C
2022/5/19,0,28144C
2022/5/20,0,28144C
2022/5/21,0,28144C
2022/5/22,0,28144C
2022/5/23,0,28144C
2022/5/24,0,28144C
2022/5/25,0,28144C
2022/5/26,1,28144C
2022/5/27,1,28144C
2022/5/28,0,28144C
2022/5/29,0,28144C
2022/5/30,0,28144C
2022/5/31,0,28144C
2022/6/1,0,28144C
2022/6/2,0,28144C
2022/6/3,0,28144C
2022/6/4,0,28144C
2022/6/5,1,28144C
2022/6/6,0,28144C
2022/6/7,0,28144C
2022/6/8,0,28144C
2022/6/9,1,28144C
2022/6/10,0,28144C
2022/6/11,0,28144C
2022/6/12,0,28144C
2022/6/13,0,28144C
2022/6/14,0,28144C
2022/6/15,0,28144C
2022/6/16,0,28144C
2022/6/17,0,28144C
2022/6/18,2,28144C
2022/6/19,1,28144C
2022/6/20,0,28144C
2022/6/21,0,28144C
2022/6/22,1,28144C
2022/6/23,0,28144C
2022/6/24,0,28144C
2022/6/25,0,28144C
2022/6/26,0,28144C
2022/6/27,0,28144C
2022/6/28,0,28144C
2022/6/29,0,28144C
2022/6/30,0,28144C
2022/7/1,0,28144C
2022/7/2,0,28144C
2022/7/3,0,28144C
2022/7/4,0,28144C
2022/7/5,0,28144C
2022/7/6,0,28144C
2022/7/7,0,28144C
2022/7/8,0,28144C
2022/7/9,0,28144C
2022/7/10,0,28144C
2022/7/11,0,28144C
2022/7/12,0,28144C
2022/7/13,0,28144C
2022/7/14,0,28144C
2022/7/15,0,28144C
2022/7/16,0,28144C
2022/7/17,0,28144C
2022/7/18,0,28144C
2022/7/19,0,28144C
2022/7/20,0,28144C
2022/7/21,0,28144C
2022/7/22,0,28144C
2022/7/23,0,28144C
2022/7/24,0,28144C
2022/7/25,1,28144C
2022/7/26,0,28144C
2022/7/27,0,28144C
2022/7/28,0,28144C
2022/7/29,0,28144C
2022/7/30,0,28144C
2022/7/31,0,28144C
2022/8/1,0,28144C
2022/8/2,0,28144C
2022/8/3,0,28144C
2022/8/4,0,28144C
2022/8/5,0,28144C
2022/8/6,0,28144C
2022/8/7,0,28144C
2022/8/8,0,28144C
2022/8/9,0,28144C
2022/8/10,0,28144C
2022/8/11,0,28144C
2022/8/12,0,28144C
2022/8/13,0,28144C
2022/8/14,0,28144C
2022/8/15,0,28144C
2022/8/16,0,28144C
2022/8/17,0,28144C
2022/8/18,0,28144C
2022/8/19,0,28144C
2022/8/20,0,28144C
2022/8/21,0,28144C
2022/8/22,0,28144C
2022/8/23,0,28144C
2022/8/24,0,28144C
2022/8/25,0,28144C
2022/8/26,0,28144C
2022/8/27,0,28144C
2022/8/28,0,28144C
2022/8/29,0,28144C
2022/8/30,0,28144C
2022/8/31,0,28144C
2022/9/1,0,28144C
2022/9/2,0,28144C
2022/9/3,0,28144C
2022/9/4,0,28144C
2022/9/5,0,28144C
2022/9/6,0,28144C
2022/9/7,0,28144C
2022/9/8,0,28144C
2022/9/9,0,28144C
2022/9/10,0,28144C
2022/9/11,0,28144C
2022/9/12,0,28144C
2022/9/13,0,28144C
2022/9/14,0,28144C
2022/9/15,0,28144C
2022/9/16,0,28144C
2022/9/17,0,28144C
2022/9/18,0,28144C
2022/9/19,0,28144C
2022/9/20,0,28144C
2022/9/21,0,28144C
2022/9/22,0,28144C
2022/9/23,0,28144C
2022/9/24,0,28144C
2022/9/25,0,28144C
2022/9/26,0,28144C
2022/9/27,0,28144C
2022/9/28,0,28144C
2022/9/29,0,28144C
2022/9/30,0,28144C
2022/10/1,0,28144C
2022/10/2,0,28144C
2022/10/3,0,28144C